country,city_actual,center1label,center2label,neighbourhood,price,city,stars,ratingta,ratingta_count,accommodationtype,scarce_room,hotel_id,offer,offer_cat,year,month,weekend,holiday,distance,distance_alter,accommodation_type,nnight,rating,rating_count,misrating
Austria,Vienna,City centre,Donauturm,Leopoldstadt,84,Vienna,3.0,4.0,1249.0,_ACCOM_TYPE@Hotel,0,22162,1,15-50% offer,2017,11,0,0,1.5,1.4,Hotel,1,3.9,152.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,72,Vienna,2.0,4.5,302.0,_ACCOM_TYPE@Hotel,0,22163,1,15-50% offer,2017,11,0,0,1.1,2.0,Hotel,1,4.0,293.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,587,Vienna,5.0,5.0,7.0,_ACCOM_TYPE@Hotel,1,22164,1,15-50% offer,2017,11,0,0,0.7,2.2,Hotel,1,1.0,1.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,68,Vienna,3.0,4.0,129.0,_ACCOM_TYPE@Hotel,1,22165,1,15-50% offer,2017,11,0,0,0.9,2.1,Hotel,1,4.0,84.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,102,Vienna,3.5,4.0,281.0,_ACCOM_TYPE@Hotel,0,22166,1,50%-75% offer,2017,11,0,0,1.5,1.4,Hotel,1,3.9,208.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,81,Vienna,1.0,3.5,141.0,_ACCOM_TYPE@Hotel,0,22168,0,0% no offer,2017,11,0,0,0.9,1.9,Hotel,1,3.7,57.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,82,Vienna,3.0,4.0,727.0,_ACCOM_TYPE@Hotel,0,22169,1,15-50% offer,2017,11,0,0,1.6,1.7,Hotel,1,4.1,267.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,66,Vienna,3.0,4.0,407.0,_ACCOM_TYPE@Hotel,1,22170,1,15-50% offer,2017,11,0,0,1.1,1.7,Hotel,1,4.0,275.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,240,Vienna,5.0,4.5,2098.0,_ACCOM_TYPE@Hotel,0,22175,1,15-50% offer,2017,11,0,0,0.4,2.4,Hotel,1,4.5,240.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,113,Vienna,3.0,4.5,1686.0,_ACCOM_TYPE@Hotel,0,22176,1,15-50% offer,2017,11,0,0,0.8,2.1,Hotel,1,4.5,374.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,106,Vienna,3.0,4.5,1449.0,_ACCOM_TYPE@Hotel,1,22177,1,15-50% offer,2017,11,0,0,1.0,1.9,Hotel,1,4.5,468.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,89,Vienna,3.0,4.0,1580.0,_ACCOM_TYPE@Hotel,0,22179,1,15-50% offer,2017,11,0,0,1.6,1.2,Hotel,1,4.1,422.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,61,Vienna,2.0,4.0,1027.0,_ACCOM_TYPE@Hotel,0,22180,1,50%-75% offer,2017,11,0,0,0.9,2.2,Hotel,1,4.0,307.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,106,Vienna,4.0,4.0,739.0,_ACCOM_TYPE@Hotel,1,22182,1,15-50% offer,2017,11,0,0,0.8,2.0,Hotel,1,4.1,527.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,100,Vienna,4.0,4.0,584.0,_ACCOM_TYPE@Hotel,1,22183,1,15-50% offer,2017,11,0,0,0.8,2.0,Hotel,1,4.0,637.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,75,Vienna,3.0,4.0,827.0,_ACCOM_TYPE@Hotel,0,22184,1,15-50% offer,2017,11,0,0,0.7,2.2,Hotel,1,4.1,461.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,84,Vienna,3.0,4.0,92.0,_ACCOM_TYPE@Hotel,1,22185,0,0% no offer,2017,11,0,0,0.8,2.2,Hotel,1,2.2,3.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,151,Vienna,4.0,4.5,1272.0,_ACCOM_TYPE@Hotel,0,22187,0,0% no offer,2017,11,0,0,0.5,2.3,Hotel,1,4.6,104.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,87,Vienna,3.0,3.5,314.0,_ACCOM_TYPE@Hotel,0,22188,0,0% no offer,2017,11,0,0,0.9,1.9,Hotel,1,3.5,90.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,117,Vienna,4.0,4.5,836.0,_ACCOM_TYPE@Hotel,1,22189,0,0% no offer,2017,11,0,0,0.5,2.3,Hotel,1,4.4,75.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,120,Vienna,4.0,4.0,807.0,_ACCOM_TYPE@Hotel,0,22190,1,50%-75% offer,2017,11,0,0,1.9,1.9,Hotel,1,4.5,139.0,False
Austria,Vienna,City centre,Donauturm,Leopoldstadt,68,Vienna,2.5,4.0,85.0,_ACCOM_TYPE@Hotel,0,22192,0,0% no offer,2017,11,0,0,0.9,1.9,Hotel,1,3.9,41.0,False
Austria,Vienna,City centre,Donauturm,Margareten,383,Vienna,3.0,4.0,382.0,_ACCOM_TYPE@Hotel,1,22193,0,0% no offer,2017,11,0,0,1.9,4.7,Hotel,1,4.0,122.0,False
Austria,Vienna,City centre,Donauturm,Margareten,111,Vienna,4.5,4.5,659.0,_ACCOM_TYPE@Hotel,0,22196,1,15-50% offer,2017,11,0,0,2.0,4.8,Hotel,1,4.5,137.0,False
Austria,Vienna,City centre,Donauturm,Margareten,174,Vienna,4.0,4.5,1650.0,_ACCOM_TYPE@Hotel,0,22198,0,0% no offer,2017,11,0,0,1.5,4.3,Hotel,1,4.3,144.0,False
Austria,Vienna,City centre,Donauturm,Margareten,63,Vienna,3.0,3.5,335.0,_ACCOM_TYPE@Hotel,0,22199,1,15-50% offer,2017,11,0,0,2.0,4.7,Hotel,1,3.5,80.0,False
Austria,Vienna,City centre,Donauturm,Margareten,100,Vienna,3.5,4.5,15.0,_ACCOM_TYPE@Hotel,0,22201,0,0% no offer,2017,11,0,0,1.5,4.3,Hotel,1,4.5,58.0,False
Austria,Vienna,City centre,Donauturm,Margareten,86,Vienna,4.0,3.5,1708.0,_ACCOM_TYPE@Hotel,0,22203,1,1-15% offer,2017,11,0,0,1.4,4.2,Hotel,1,3.9,303.0,False
Austria,Vienna,City centre,Donauturm,Margareten,67,Vienna,3.0,4.0,909.0,_ACCOM_TYPE@Hotel,0,22205,1,15-50% offer,2017,11,0,0,1.8,4.5,Hotel,1,4.0,82.0,False
Austria,Vienna,City centre,Donauturm,Margareten,129,Vienna,4.0,4.0,372.0,_ACCOM_TYPE@Hotel,0,22206,1,1-15% offer,2017,11,0,0,1.3,4.1,Hotel,1,4.1,248.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,86,Vienna,3.0,4.0,383.0,_ACCOM_TYPE@Hotel,1,22212,0,0% no offer,2017,11,0,0,1.3,4.1,Hotel,1,4.0,85.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,131,Vienna,4.0,4.0,682.0,_ACCOM_TYPE@Hotel,0,22214,1,1-15% offer,2017,11,0,0,0.7,3.4,Hotel,1,4.1,258.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,85,Vienna,2.0,4.0,618.0,_ACCOM_TYPE@Hotel,0,22217,1,15-50% offer,2017,11,0,0,1.0,3.8,Hotel,1,4.0,95.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,80,Vienna,3.0,3.5,170.0,_ACCOM_TYPE@Hotel,0,22218,0,0% no offer,2017,11,0,0,1.4,4.2,Hotel,1,3.9,44.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,93,Vienna,4.0,4.0,410.0,_ACCOM_TYPE@Hotel,1,22219,1,15-50% offer,2017,11,0,0,1.1,3.9,Hotel,1,4.0,125.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,77,Vienna,3.0,4.0,2102.0,_ACCOM_TYPE@Hotel,0,22222,1,1-15% offer,2017,11,0,0,1.9,4.6,Hotel,1,4.0,161.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,140,Vienna,4.0,5.0,1495.0,_ACCOM_TYPE@Hotel,1,22223,1,15-50% offer,2017,11,0,0,0.8,3.6,Hotel,1,4.8,210.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,99,Vienna,4.0,4.0,1228.0,_ACCOM_TYPE@Hotel,1,22224,1,15-50% offer,2017,11,0,0,1.0,3.8,Hotel,1,4.0,264.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,105,Vienna,4.0,4.5,716.0,_ACCOM_TYPE@Hotel,0,22226,1,15-50% offer,2017,11,0,0,1.4,4.1,Hotel,1,4.4,162.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,100,Vienna,3.5,4.5,1414.0,_ACCOM_TYPE@Hotel,0,22227,1,15-50% offer,2017,11,0,0,1.7,4.4,Hotel,1,4.5,581.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,82,Vienna,3.0,3.5,78.0,_ACCOM_TYPE@Hotel,0,22229,1,15-50% offer,2017,11,0,0,1.1,3.9,Hotel,1,3.9,39.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,82,Vienna,4.0,4.0,1150.0,_ACCOM_TYPE@Hotel,0,22230,0,0% no offer,2017,11,0,0,1.8,4.5,Hotel,1,3.9,484.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,87,Vienna,4.0,4.0,290.0,_ACCOM_TYPE@Hotel,0,22235,1,15-50% offer,2017,11,0,0,1.9,4.7,Hotel,1,3.5,45.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,100,Vienna,4.0,3.5,372.0,_ACCOM_TYPE@Hotel,0,22236,1,15-50% offer,2017,11,0,0,1.6,4.3,Hotel,1,3.7,98.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,84,Vienna,4.0,4.0,561.0,_ACCOM_TYPE@Hotel,0,22237,1,15-50% offer,2017,11,0,0,1.6,4.3,Hotel,1,4.3,239.0,False
Austria,Vienna,City centre,Donauturm,Mariahilf,52,Vienna,2.0,4.0,112.0,_ACCOM_TYPE@Hotel,1,22238,1,15-50% offer,2017,11,0,0,0.9,3.7,Hotel,1,3.7,170.0,False
Austria,Vienna,City centre,Donauturm,Neubau,98,Vienna,4.0,4.0,650.0,_ACCOM_TYPE@Hotel,1,22239,1,15-50% offer,2017,11,0,0,0.8,3.5,Hotel,1,3.7,100.0,False
Austria,Vienna,City centre,Donauturm,Neubau,333,Vienna,5.0,5.0,1523.0,_ACCOM_TYPE@Hotel,0,22240,1,1-15% offer,2017,11,0,0,0.7,3.4,Hotel,1,4.9,310.0,False
Austria,Vienna,City centre,Donauturm,Neubau,99,Vienna,3.0,4.0,1171.0,_ACCOM_TYPE@Hotel,0,22241,0,0% no offer,2017,11,0,0,1.8,4.4,Hotel,1,4.1,305.0,False
Austria,Vienna,City centre,Donauturm,Neubau,76,Vienna,3.0,3.5,265.0,_ACCOM_TYPE@Hotel,0,22246,1,1-15% offer,2017,11,0,0,1.6,4.2,Hotel,1,3.5,141.0,False
Austria,Vienna,City centre,Donauturm,Neubau,110,Vienna,4.0,4.5,2436.0,_ACCOM_TYPE@Hotel,0,22249,1,15-50% offer,2017,11,0,0,0.9,3.6,Hotel,1,4.4,328.0,False
Austria,Vienna,City centre,Donauturm,Neubau,184,Vienna,4.0,4.5,2431.0,_ACCOM_TYPE@Hotel,0,22250,1,50%-75% offer,2017,11,0,0,1.0,3.7,Hotel,1,4.6,123.0,False
Austria,Vienna,City centre,Donauturm,Neubau,33,Vienna,2.0,3.5,308.0,_ACCOM_TYPE@Hotel,0,22251,1,50%-75% offer,2017,11,0,0,1.7,4.2,Hotel,1,3.2,181.0,False
Austria,Vienna,City centre,Donauturm,Neubau,1012,Vienna,3.0,4.0,364.0,_ACCOM_TYPE@Hotel,1,22252,1,1-15% offer,2017,11,0,0,1.0,3.8,Hotel,1,4.3,77.0,False
Austria,Vienna,City centre,Donauturm,Neubau,99,Vienna,4.0,4.0,612.0,_ACCOM_TYPE@Hotel,0,22253,1,15-50% offer,2017,11,0,0,1.7,4.4,Hotel,1,4.1,308.0,False
Austria,Vienna,City centre,Donauturm,Neubau,122,Vienna,3.0,4.0,143.0,_ACCOM_TYPE@Hotel,1,22254,1,1-15% offer,2017,11,0,0,0.8,3.5,Hotel,1,3.9,54.0,False
Austria,Vienna,City centre,Donauturm,Neubau,122,Vienna,4.0,4.0,978.0,_ACCOM_TYPE@Hotel,0,22255,1,1-15% offer,2017,11,0,0,1.7,4.3,Hotel,1,4.3,544.0,False
Austria,Vienna,City centre,Donauturm,Neubau,105,Vienna,4.0,4.0,816.0,_ACCOM_TYPE@Hotel,0,22256,0,0% no offer,2017,11,0,0,1.7,4.3,Hotel,1,4.0,359.0,False
Austria,Vienna,City centre,Donauturm,Neubau,109,Vienna,4.0,4.0,582.0,_ACCOM_TYPE@Hotel,0,22259,1,15-50% offer,2017,11,0,0,1.4,4.0,Hotel,1,4.0,98.0,False
Austria,Vienna,City centre,Donauturm,Neubau,105,Vienna,3.0,4.5,412.0,_ACCOM_TYPE@Hotel,1,22260,1,15-50% offer,2017,11,0,0,1.2,3.9,Hotel,1,4.1,54.0,False
Austria,Vienna,City centre,Donauturm,Ottakring,52,Vienna,3.0,3.5,193.0,_ACCOM_TYPE@Hotel,0,22268,1,15-50% offer,2017,11,0,0,3.1,5.2,Hotel,1,3.5,69.0,False
Austria,Vienna,City centre,Donauturm,Ottakring,80,Vienna,4.0,4.0,265.0,_ACCOM_TYPE@Hotel,0,22271,1,15-50% offer,2017,11,0,0,4.1,6.0,Hotel,1,4.0,83.0,False
Austria,Vienna,City centre,Donauturm,Rudolfsheim-Funfhaus,91,Vienna,2.0,4.0,42.0,_ACCOM_TYPE@Hotel,1,22272,0,0% no offer,2017,11,0,0,2.9,5.3,Hotel,1,4.0,36.0,False
Austria,Vienna,City centre,Donauturm,Rudolfsheim-Funfhaus,70,Vienna,4.0,3.5,1020.0,_ACCOM_TYPE@Hotel,0,22275,1,15-50% offer,2017,11,0,0,1.8,4.4,Hotel,1,3.9,136.0,False
Austria,Vienna,City centre,Donauturm,Rudolfsheim-Funfhaus,136,Vienna,3.0,4.5,1452.0,_ACCOM_TYPE@Hotel,0,22277,1,15-50% offer,2017,11,0,0,1.9,4.5,Hotel,1,4.5,156.0,False
Austria,Vienna,City centre,Donauturm,Rudolfsheim-Funfhaus,80,Vienna,3.0,4.0,464.0,_ACCOM_TYPE@Hotel,1,22279,1,15-50% offer,2017,11,0,0,2.1,4.8,Hotel,1,4.1,81.0,False
Austria,Vienna,City centre,Donauturm,Rudolfsheim-Funfhaus,81,Vienna,3.0,4.5,635.0,_ACCOM_TYPE@Hotel,1,22281,1,1-15% offer,2017,11,0,0,2.4,4.9,Hotel,1,4.1,54.0,False
Austria,Vienna,City centre,Donauturm,Rudolfsheim-Funfhaus,66,Vienna,4.0,3.5,388.0,_ACCOM_TYPE@Hotel,1,22285,1,1-15% offer,2017,11,0,0,3.6,6.1,Hotel,1,3.7,225.0,False
Austria,Vienna,City centre,Donauturm,Rudolfsheim-Funfhaus,77,Vienna,3.0,4.0,241.0,_ACCOM_TYPE@Hotel,0,22286,1,1-15% offer,2017,11,0,0,2.8,5.5,Hotel,1,4.0,144.0,False
Austria,Vienna,City centre,Donauturm,Rudolfsheim-Funfhaus,69,Vienna,4.0,3.5,399.0,_ACCOM_TYPE@Hotel,0,22288,1,1-15% offer,2017,11,0,0,2.1,4.8,Hotel,1,3.7,525.0,False
Austria,Vienna,City centre,Donauturm,Rudolfsheim-Funfhaus,83,Vienna,3.0,4.0,260.0,_ACCOM_TYPE@Hotel,0,22289,1,15-50% offer,2017,11,0,0,2.1,4.8,Hotel,1,4.1,113.0,False
Austria,Vienna,City centre,Donauturm,Rudolfsheim-Funfhaus,77,Vienna,4.0,3.0,212.0,_ACCOM_TYPE@Hotel,0,22293,1,15-50% offer,2017,11,0,0,1.8,4.5,Hotel,1,3.9,78.0,False
Austria,Vienna,City centre,Donauturm,Rudolfsheim-Funfhaus,142,Vienna,4.5,4.0,831.0,_ACCOM_TYPE@Hotel,0,22295,1,50%-75% offer,2017,11,0,0,2.9,5.5,Hotel,1,4.3,314.0,False
Austria,Vienna,City centre,Donauturm,Rudolfsheim-Funfhaus,121,Vienna,4.0,4.0,7.0,_ACCOM_TYPE@Hotel,0,22296,1,1-15% offer,2017,11,0,0,1.7,4.3,Hotel,1,3.9,134.0,False
Austria,Vienna,City centre,Donauturm,Schonbrunn,68,Vienna,3.0,4.0,116.0,_ACCOM_TYPE@Hotel,1,22299,1,15-50% offer,2017,11,0,0,3.6,6.2,Hotel,1,3.5,38.0,False
Austria,Vienna,City centre,Donauturm,Schonbrunn,63,Vienna,3.0,3.5,199.0,_ACCOM_TYPE@Hotel,0,22300,0,0% no offer,2017,11,0,0,2.0,4.8,Hotel,1,3.7,65.0,False
Austria,Vienna,City centre,Donauturm,Schonbrunn,101,Vienna,3.0,4.5,187.0,_ACCOM_TYPE@Hotel,0,22301,0,0% no offer,2017,11,0,0,2.1,4.9,Hotel,1,4.5,92.0,False
Austria,Vienna,City centre,Donauturm,Schonbrunn,75,Vienna,4.0,3.5,309.0,_ACCOM_TYPE@Hotel,0,22302,1,15-50% offer,2017,11,0,0,2.6,5.4,Hotel,1,3.7,100.0,False
Austria,Vienna,City centre,Donauturm,Schonbrunn,156,Vienna,4.0,4.0,1122.0,_ACCOM_TYPE@Hotel,0,22303,0,0% no offer,2017,11,0,0,3.6,6.2,Hotel,1,4.3,910.0,False
Austria,Vienna,City centre,Donauturm,Schonbrunn,56,Vienna,3.0,4.0,177.0,_ACCOM_TYPE@Hotel,0,22304,1,15-50% offer,2017,11,0,0,3.7,6.3,Hotel,1,3.5,79.0,False
Austria,Vienna,City centre,Donauturm,Schonbrunn,82,Vienna,3.5,4.5,1245.0,_ACCOM_TYPE@Hotel,0,22306,1,15-50% offer,2017,11,0,0,2.4,5.2,Hotel,1,4.5,1541.0,False
Austria,Vienna,City centre,Donauturm,Schonbrunn,82,Vienna,4.0,4.0,1148.0,_ACCOM_TYPE@Hotel,0,22307,1,15-50% offer,2017,11,0,0,2.6,5.4,Hotel,1,4.4,183.0,False
Austria,Vienna,City centre,Donauturm,Schonbrunn,106,Vienna,3.0,3.0,69.0,_ACCOM_TYPE@Hotel,1,22309,0,0% no offer,2017,11,0,0,4.1,6.8,Hotel,1,3.7,30.0,False
Austria,Vienna,City centre,Donauturm,Schonbrunn,85,Vienna,3.0,3.0,114.0,_ACCOM_TYPE@Hotel,1,22310,1,1-15% offer,2017,11,0,0,3.1,5.9,Hotel,1,2.7,24.0,False
Austria,Vienna,City centre,Donauturm,Schonbrunn,92,Vienna,4.0,4.0,753.0,_ACCOM_TYPE@Hotel,0,22312,1,1-15% offer,2017,11,0,0,2.9,5.6,Hotel,1,4.1,140.0,False
Austria,Schwechat,City centre,Donauturm,Schwechat,92,Vienna,3.0,4.0,196.0,_ACCOM_TYPE@Hotel,0,22317,0,0% no offer,2017,11,0,0,11.0,11.0,Hotel,1,4.3,333.0,False
Austria,Schwechat,City centre,Donauturm,Schwechat,166,Vienna,4.0,4.0,2400.0,_ACCOM_TYPE@Hotel,0,22318,1,1-15% offer,2017,11,0,0,11.0,11.0,Hotel,1,4.0,923.0,False
Austria,Schwechat,City centre,Donauturm,Schwechat,137,Vienna,4.0,3.5,191.0,_ACCOM_TYPE@Hotel,1,22319,0,0% no offer,2017,11,0,0,7.7,7.9,Hotel,1,3.7,122.0,False
Austria,Schwechat,City centre,Donauturm,Schwechat,99,Vienna,3.0,3.5,191.0,_ACCOM_TYPE@Hotel,0,22320,0,0% no offer,2017,11,0,0,7.7,7.9,Hotel,1,3.7,26.0,False
Austria,Schwechat,City centre,Donauturm,Schwechat,140,Vienna,4.0,4.0,127.0,_ACCOM_TYPE@Hotel,1,22321,0,0% no offer,2017,11,0,0,7.8,8.0,Hotel,1,3.5,73.0,False
Austria,Schwechat,City centre,Donauturm,Schwechat,80,Vienna,3.0,3.5,247.0,_ACCOM_TYPE@Hotel,0,22322,0,0% no offer,2017,11,0,0,6.3,6.9,Hotel,1,3.2,161.0,False
Austria,Schwechat,City centre,Donauturm,Schwechat,91,Vienna,3.0,3.5,161.0,_ACCOM_TYPE@Hotel,0,22323,0,0% no offer,2017,11,0,0,6.7,8.2,Hotel,1,3.5,39.0,False
Austria,Vienna,City centre,Donauturm,Vienna,117,Vienna,4.0,4.0,192.0,_ACCOM_TYPE@Hotel,0,22328,0,0% no offer,2017,11,0,0,2.0,3.4,Hotel,1,4.0,124.0,False
Austria,Vienna,City centre,Donauturm,Vienna,66,Vienna,3.0,3.5,129.0,_ACCOM_TYPE@Hotel,0,22331,0,0% no offer,2017,11,0,0,3.9,6.4,Hotel,1,3.7,33.0,False
Austria,Vienna,City centre,Donauturm,Vienna,58,Vienna,2.0,3.5,1051.0,_ACCOM_TYPE@Hotel,0,22333,0,0% no offer,2017,11,0,0,2.4,3.7,Hotel,1,3.5,57.0,False
Austria,Vienna,City centre,Donauturm,Vienna,81,Vienna,3.5,3.0,12.0,_ACCOM_TYPE@Hotel,1,22334,1,1-15% offer,2017,11,0,0,3.7,6.4,Hotel,1,4.1,21.0,False
Austria,Vienna,City centre,Donauturm,Vienna,109,Vienna,4.0,3.5,386.0,_ACCOM_TYPE@Hotel,0,22335,1,1-15% offer,2017,11,0,0,3.5,6.2,Hotel,1,4.0,160.0,False
Austria,Vienna,City centre,Donauturm,Vienna,114,Vienna,4.5,4.5,2454.0,_ACCOM_TYPE@Hotel,0,22336,1,50%-75% offer,2017,11,0,0,2.3,1.9,Hotel,1,4.3,985.0,False
Austria,Vienna,City centre,Donauturm,Vienna,97,Vienna,4.0,4.0,277.0,_ACCOM_TYPE@Hotel,0,22340,1,15-50% offer,2017,11,0,0,3.1,5.9,Hotel,1,4.0,72.0,False
Austria,Vienna,City centre,Donauturm,Vienna,74,Vienna,4.0,4.0,73.0,_ACCOM_TYPE@Hotel,1,22341,1,15-50% offer,2017,11,0,0,4.8,7.3,Hotel,1,3.9,65.0,False
Austria,Vienna,City centre,Donauturm,Vienna,69,Vienna,4.0,3.5,320.0,_ACCOM_TYPE@Hotel,0,22342,1,15-50% offer,2017,11,0,0,3.7,6.4,Hotel,1,3.7,147.0,False
Austria,Vienna,City centre,Donauturm,Vienna,83,Vienna,4.0,3.5,121.0,_ACCOM_TYPE@Hotel,0,22343,1,15-50% offer,2017,11,0,0,3.9,6.6,Hotel,1,4.0,45.0,False
Austria,Vienna,City centre,Donauturm,Vienna,50,Vienna,3.0,4.0,12.0,_ACCOM_TYPE@Hotel,0,22344,1,15-50% offer,2017,11,0,0,3.9,6.6,Hotel,1,3.9,50.0,False
Austria,Vienna,City centre,Donauturm,Vienna,77,Vienna,3.0,3.5,21.0,_ACCOM_TYPE@Hotel,1,22348,0,0% no offer,2017,11,0,0,3.7,5.0,Hotel,1,4.0,26.0,False
Austria,Vienna,City centre,Donauturm,Vienna,102,Vienna,3.0,4.5,204.0,_ACCOM_TYPE@Hotel,0,22349,0,0% no offer,2017,11,0,0,5.3,7.6,Hotel,1,4.0,28.0,False
Austria,Vienna,City centre,Donauturm,Vienna,130,Vienna,3.0,4.0,20.0,_ACCOM_TYPE@Hotel,1,22353,0,0% no offer,2017,11,0,0,6.6,9.4,Hotel,1,4.4,12.0,False
Austria,Vienna,City centre,Donauturm,Vienna,78,Vienna,3.0,4.0,811.0,_ACCOM_TYPE@Hotel,0,22354,0,0% no offer,2017,11,0,0,3.2,4.5,Hotel,1,4.3,171.0,False
Austria,Vienna,City centre,Donauturm,Vienna,76,Vienna,3.0,4.0,61.0,_ACCOM_TYPE@Hotel,1,22355,1,1-15% offer,2017,11,0,0,3.3,4.6,Hotel,1,3.7,34.0,False
Austria,Vienna,City centre,Donauturm,Vienna,68,Vienna,4.0,3.5,87.0,_ACCOM_TYPE@Hotel,1,22356,1,1-15% offer,2017,11,0,0,4.5,5.2,Hotel,1,4.0,69.0,False
Austria,Vienna,City centre,Donauturm,Vienna,116,Vienna,4.0,4.0,493.0,_ACCOM_TYPE@Hotel,0,22358,1,15-50% offer,2017,11,0,0,2.7,3.7,Hotel,1,4.0,84.0,False
Austria,Vienna,City centre,Donauturm,Vienna,172,Vienna,4.0,4.0,401.0,_ACCOM_TYPE@Hotel,1,22359,1,1-15% offer,2017,11,0,0,2.2,3.8,Hotel,1,4.1,212.0,False
Austria,Vienna,City centre,Donauturm,Vienna,87,Vienna,3.0,4.0,30.0,_ACCOM_TYPE@Hotel,1,22362,0,0% no offer,2017,11,0,0,2.4,3.9,Hotel,1,4.0,12.0,False
Austria,Vienna,City centre,Donauturm,Vienna,90,Vienna,3.0,3.0,78.0,_ACCOM_TYPE@Hotel,1,22363,1,1-15% offer,2017,11,0,0,4.6,7.4,Hotel,1,3.0,89.0,False
Austria,Vienna,City centre,Donauturm,Vienna,100,Vienna,3.5,4.0,282.0,_ACCOM_TYPE@Hotel,1,22364,1,15-50% offer,2017,11,0,0,2.7,4.2,Hotel,1,4.4,74.0,False
Austria,Voesendorf,City centre,Donauturm,Voesendorf,89,Vienna,4.0,3.0,73.0,_ACCOM_TYPE@Hotel,0,22377,0,0% no offer,2017,11,0,0,7.0,9.7,Hotel,1,3.5,38.0,False
Austria,Voesendorf,City centre,Donauturm,Voesendorf,92,Vienna,4.0,3.5,545.0,_ACCOM_TYPE@Hotel,0,22378,0,0% no offer,2017,11,0,0,7.1,9.9,Hotel,1,3.7,115.0,False
Austria,Vienna,City centre,Donauturm,Wahring,84,Vienna,3.0,4.5,982.0,_ACCOM_TYPE@Hotel,0,22380,1,15-50% offer,2017,11,0,0,1.9,2.7,Hotel,1,4.4,186.0,False
Austria,Vienna,City centre,Donauturm,Wahring,185,Vienna,4.0,4.0,142.0,_ACCOM_TYPE@Hotel,1,22382,0,0% no offer,2017,11,0,0,2.1,3.0,Hotel,1,4.4,45.0,False
Austria,Vienna,City centre,Donauturm,Wahring,85,Vienna,4.0,3.5,553.0,_ACCOM_TYPE@Hotel,0,22384,1,1-15% offer,2017,11,0,0,3.0,3.2,Hotel,1,4.0,168.0,False
Austria,Vienna,City centre,Donauturm,Wieden,110,Vienna,3.5,4.5,116.0,_ACCOM_TYPE@Hotel,0,22386,0,0% no offer,2017,11,0,0,1.6,4.0,Hotel,1,4.5,77.0,False
Austria,Vienna,City centre,Donauturm,Wieden,86,Vienna,3.0,4.0,89.0,_ACCOM_TYPE@Hotel,0,22387,0,0% no offer,2017,11,0,0,1.6,4.0,Hotel,1,4.3,72.0,False
Austria,Vienna,City centre,Donauturm,Wieden,118,Vienna,4.0,4.0,436.0,_ACCOM_TYPE@Hotel,0,22388,0,0% no offer,2017,11,0,0,1.0,3.6,Hotel,1,4.1,158.0,False
Austria,Vienna,City centre,Donauturm,Wieden,92,Vienna,3.0,4.0,688.0,_ACCOM_TYPE@Hotel,0,22390,1,15-50% offer,2017,11,0,0,1.3,3.9,Hotel,1,4.3,291.0,False
Austria,Vienna,City centre,Donauturm,Wieden,197,Vienna,4.0,4.5,1840.0,_ACCOM_TYPE@Hotel,1,22391,1,15-50% offer,2017,11,0,0,0.8,3.5,Hotel,1,4.8,317.0,False
Austria,Vienna,City centre,Donauturm,Wieden,135,Vienna,4.0,4.0,1121.0,_ACCOM_TYPE@Hotel,0,22394,0,0% no offer,2017,11,0,0,1.2,3.9,Hotel,1,4.5,280.0,False
